,Token,N_Ocorrencia,Length
1415,got,6,3
1416,compound,1,8
1417,apemantus,1,9
1418,tri,2,3
1419,recoveri,1,8
1420,devic,1,5
1421,unfriend,1,8
1422,exet,1,4
1423,hast,23,4
1424,health,2,6
1425,use,9,3
1426,mortali,1,7
1427,gift,1,4
1428,ruin,1,4
1429,england,5,7
1430,continu,1,7
1431,four,2,4
1432,hire,1,4
1433,hunt,1,4
1434,rank,4,4
1435,rhing,1,5
1436,writ,1,4
1437,tarriag,1,7
1438,execution,1,9
1439,indign,1,6
1440,overfoold,1,9
1441,eeard,1,5
1442,think,25,5
1443,defund,1,6
1444,throat,1,6
1445,sall,1,4
1446,request,3,7
1447,storm,1,5
1448,depend,2,6
1449,slender,2,7
1450,staff,1,5
1451,hern,1,4
1452,owe,3,3
1453,young,6,5
1454,vernon,1,6
1455,confess,4,7
1456,bent,1,4
1457,colour,2,6
1458,sacr,3,4
1459,sgriev,1,6
1460,luckless,1,8
1461,messag,1,6
1462,pear,1,4
1463,must,39,4
1464,satisfact,1,9
1465,thine,12,5
1466,forsooth,2,8
1467,hole,1,4
1468,drug,1,4
1469,behavior,2,8
1470,cold,5,4
1471,anoth,12,5
1472,contempl,1,8
1473,arrayd,1,6
1474,stone,3,5
1475,thee,84,4
1476,expedit,2,7
1477,beximpt,1,7
1478,robin,1,5
1479,heap,1,4
1480,bame,1,4
1481,sank,1,4
1482,achill,2,6
1483,mine,21,4
1484,trazard,1,7
1485,leaden,1,6
1486,robber,1,6
1487,affair,3,6
1488,killst,1,6
1489,clamor,1,6
1490,implandag,1,9
1491,wale,1,4
1492,circumst,3,8
1493,iii,3,3
1494,applement,1,9
1495,urg,1,3
1496,gonzalo,1,7
1497,aufidius,1,8
1498,nous,1,4
1499,convriti,1,8
1500,constort,1,8
1501,conjectur,1,9
1502,dost,8,4
1503,band,1,4
1504,surviv,1,6
1505,sovereignti,1,11
1506,freebookboy,1,11
1507,believ,4,6
1508,mantl,1,5
1509,sight,11,5
1510,titus,5,5
1511,canopi,1,6
1512,peep,2,4
1513,prey,1,4
1514,close,3,5
1515,also,1,4
1516,overreason,1,10
1517,tawni,1,5
1518,neither,3,7
1519,hud,1,3
1520,care,5,4
1521,bevi,1,4
1522,ad,2,2
1523,asham,1,5
1524,soul,15,4
1525,cur,4,3
1526,basi,1,4
1527,ancient,1,7
1528,reliev,1,6
1529,knee,3,4
1530,bactista,1,8
1531,thrifti,1,7
1532,state,6,5
1533,unmannd,1,7
1534,countri,3,7
1535,hecuba,1,6
1536,beseem,4,6
1537,general,5,7
1538,gain,2,4
1539,frame,1,5
1540,evan,4,4
1541,ti,25,2
1542,fashion,1,7
1543,laughman,1,8
1544,sweetest,1,8
1545,unmonsterd,1,10
1546,piti,5,4
1547,disgrac,1,7
1548,west,1,4
1549,wood,1,4
1550,left,6,4
1551,strain,2,6
1552,lege,2,4
1553,yesterday,1,9
1554,untold,1,6
1555,properti,1,8
1556,bill,3,4
1557,way,23,3
1558,regreet,1,7
1559,caius,4,5
1560,oerphysick,1,10
1561,wildiam,1,7
1562,bright,2,6
1563,crowd,1,5
1564,break,18,5
1565,biondello,1,9
1566,knight,2,6
1567,paish,1,5
1568,conveyd,2,7
1569,craveth,1,7
1570,lucius,4,6
1571,cost,4,4
1572,conveyard,1,9
1573,thersit,1,7
1574,counten,1,7
1575,worth,2,5
1576,allow,1,5
1577,wait,3,4
1578,brutish,1,7
1579,fli,4,3
1580,pericl,2,6
1581,passag,1,6
1582,volscian,2,8
1583,brow,6,4
1584,protest,1,7
1585,pregnant,1,8
1586,fool,8,4
1587,philomelius,1,11
1588,goth,1,4
1589,ingl,1,4
1590,courag,2,6
1591,begun,1,5
1592,draw,3,4
1593,old,10,3
1594,dauphin,1,7
1595,deed,7,4
1596,deserv,3,6
1597,philosophi,2,10
1598,would,86,5
1599,church,1,6
1600,unweep,1,6
1601,simplic,1,7
1602,wretchd,1,7
1603,salisburi,2,9
1604,jove,1,4
1605,incens,1,6
1606,contemnd,1,8
1607,hotspur,1,7
1608,slow,2,4
1609,lendl,1,5
1610,poet,2,4
1611,callst,1,6
1612,senior,1,6
1613,servic,5,6
1614,bardolph,3,8
1615,wreck,1,5
1616,beautifi,1,8
1617,tame,2,4
1618,enrag,1,5
1619,bawd,3,4
1620,amaz,2,4
1621,confer,1,6
1622,decis,1,5
1623,herald,1,6
1624,richest,1,7
1625,bondmaid,1,8
1626,foe,2,3
1627,saint,4,5
1628,portia,1,6
1629,blame,3,5
1630,heag,1,4
1631,henc,5,4
1632,smallest,1,8
1633,amazedgo,1,8
1634,aboand,1,6
1635,els,6,3
1636,reynaldo,1,8
1637,duke,30,4
1638,pestil,1,6
1639,athenian,1,8
1640,romeri,1,6
1641,younger,1,7
1642,conceit,3,7
1643,better,9,6
1644,kindr,1,5
1645,dishonour,2,9
1646,shortest,1,8
1647,vile,6,4
1648,leman,1,5
1649,et,3,2
1650,motion,4,6
1651,twixt,2,5
1652,hate,3,4
1653,payment,1,7
1654,aro,1,3
1655,weddingbodi,1,11
1656,hail,1,4
1657,ear,8,3
1658,beer,1,4
1659,sweeter,1,7
1660,broke,4,5
1661,today,5,5
1662,requir,1,6
1663,razer,1,5
1664,clifford,2,8
1665,suve,1,4
1666,darest,2,6
1667,nomin,1,5
1668,almost,3,6
1669,pot,1,3
1670,monder,1,6
1671,icad,1,4
1672,buckingham,3,10
1673,kiss,5,4
1674,consign,1,7
1675,outscorn,1,8
1676,virtuous,4,8
1677,travelld,1,8
1678,accid,1,5
1679,obtain,1,6
1680,tortur,1,6
1681,sinc,13,4
1682,beseech,3,7
1683,denilo,1,6
1684,mad,4,3
1685,thenc,2,5
1686,bick,1,4
1687,brookgast,1,9
1688,lip,1,3
1689,fawn,1,4
1690,madam,7,5
1691,sin,1,3
1692,sfellow,1,7
1693,privileg,1,8
1694,content,3,7
1695,grump,1,5
1696,new,5,3
1697,inus,1,4
1698,prodigi,1,7
1699,tower,4,5
1700,rascal,1,6
1701,partier,1,7
1702,condemn,1,7
1703,catesbi,1,7
1704,bleed,1,5
1705,reput,1,5
1706,sun,3,3
1707,pantion,1,7
1708,mirror,1,6
1709,true,29,4
1710,ade,1,3
1711,bought,1,6
1712,choic,2,5
1713,lordship,5,8
1714,earl,5,4
1715,miseri,1,6
1716,pisanio,2,7
1717,adventur,1,8
1718,stream,1,6
1719,sulrenc,1,7
1720,unhappi,3,7
1721,spent,3,5
1722,speedybirth,1,11
1723,mould,2,5
1724,deep,4,4
1725,joiner,1,6
1726,fair,30,4
1727,wither,2,6
1728,stir,3,4
1729,stop,3,4
1730,guid,2,4
1731,brist,1,5
1732,nuptial,1,7
1733,ard,1,3
1734,phulish,1,7
1735,plant,2,5
1736,antipholus,3,10
1737,feebl,2,5
1738,philip,5,6
1739,impetit,1,7
1740,stackd,1,6
1741,speechant,1,9
1742,fourth,1,6
1743,boy,16,3
1744,perchanc,1,8
1745,pucell,1,6
1746,deni,3,4
1747,song,5,4
1748,oak,2,3
1749,order,4,5
1750,second,30,6
1751,rogu,1,4
1752,obedi,1,5
1753,fate,1,4
1754,brind,1,5
1755,kill,5,4
1756,handkerchief,1,12
1757,proceed,2,7
1758,wise,5,4
1759,lief,2,4
1760,ventidius,2,9
1761,tent,4,4
1762,finish,1,6
1763,desert,2,6
1764,beaten,1,6
1765,awe,1,3
1766,tabl,2,4
1767,ah,2,2
1768,titania,1,7
1769,halfkind,1,8
1770,here,3,4
1771,bloodi,15,6
1772,confirm,1,7
1773,pisa,2,4
1774,birth,2,5
1775,schoolmast,2,10
1776,courtier,3,8
1777,quench,1,6
1778,stoop,1,5
1779,sebastian,2,9
1780,answer,6,6
1781,extrem,3,6
1782,slake,1,5
1783,kinnlamb,1,8
1784,danger,7,6
1785,methought,1,9
1786,cut,2,3
1787,emiti,1,5
1788,strangeday,1,10
1789,tamora,2,6
1790,bretagn,1,7
1791,paulina,1,7
1792,luciana,1,7
1793,disord,1,6
1794,babbl,1,5
1795,box,1,3
1796,fairest,1,7
1797,argo,1,4
1798,bestow,1,6
1799,consent,4,7
1800,villain,16,7
1801,nick,1,4
1802,dug,1,3
1803,portion,1,7
1804,lost,5,4
1805,thersitania,1,11
1806,late,4,4
1807,rang,1,4
1808,entranc,1,7
1809,roderigo,1,8
1810,gesti,1,5
1811,issu,2,4
1812,varlet,2,6
1813,edmund,1,6
1814,obey,1,4
1815,surgeon,1,7
1816,singl,7,5
1817,pardon,6,6
1818,opend,1,5
1819,pro,1,3
1820,thoma,3,5
1821,practis,6,7
1822,votenard,1,8
1823,hold,13,4
1824,treasur,1,7
1825,opposit,1,7
1826,weari,1,5
1827,raptur,1,6
1828,caus,13,4
1829,sink,1,4
1830,sheson,1,6
1831,ip,1,2
1832,awhil,5,5
1833,strength,6,8
1834,wed,1,3
1835,modesti,2,7
1836,thou,108,4
1837,hubert,1,6
1838,faith,6,5
1839,gobl,1,4
1840,pistol,5,6
1841,mockd,1,5
1842,likest,1,6
1843,aim,3,3
1844,bassianus,1,9
1845,bound,3,5
1846,bell,2,4
1847,gold,12,4
1848,in,2,2
1849,start,1,5
1850,bret,1,4
1851,curser,1,6
1852,nove,1,4
1853,wondr,1,5
1854,grappl,1,6
1855,tiom,1,4
1856,twere,2,5
1857,adriano,1,7
1858,dowri,1,5
1859,five,2,4
1860,bald,2,4
1861,induct,1,6
1862,fit,6,3
1863,naughti,1,7
1864,knew,3,4
1865,demand,1,6
1866,deer,1,4
1867,pas,2,3
1868,cupbos,1,6
1869,messala,1,7
1870,flint,2,5
1871,stori,4,5
1872,aloud,1,5
1873,chronic,1,7
1874,laurenc,1,7
1875,per,2,3
1876,blood,7,5
1877,meant,1,5
1878,great,29,5
1879,indiffer,1,8
1880,god,11,3
1881,twain,1,5
1882,forswear,3,8
1883,ingratitud,1,10
1884,breastbold,1,10
1885,attent,1,6
1886,purchas,2,7
1887,ajax,5,4
1888,ceremoni,1,8
1889,water,2,5
1890,nearer,1,6
1891,flow,1,4
1892,digniti,2,7
1893,holi,3,4
1894,wake,1,4
1895,chimney,1,7
1896,made,17,4
1897,gict,1,4
1898,discoveri,1,9
1899,votari,1,6
1900,succeed,2,7
1901,sailor,1,6
1902,leonin,1,6
1903,grow,3,4
1904,skare,1,5
1905,valiant,10,7
1906,promis,5,6
1907,dearest,2,7
1908,aloft,1,5
1909,georg,1,5
1910,partest,1,7
1911,clamour,1,7
1912,strike,2,6
1913,prensword,1,9
1914,empti,1,5
1915,cun,1,3
1916,proper,2,6
1917,wouldst,4,7
1918,station,1,7
1919,subdu,3,5
1920,chin,1,4
1921,fame,1,4
1922,wound,6,5
1923,labour,2,6
1924,far,2,3
1925,drop,4,4
1926,accis,1,5
1927,ake,1,3
1928,tend,2,4
1929,advis,1,5
1930,leg,5,3
1931,paroll,1,6
1932,despit,1,6
1933,grant,4,5
1934,gadshil,1,7
1935,while,5,5
1936,everish,1,7
1937,shadow,6,6
1938,dismercis,1,9
1939,pain,3,4
1940,son,18,3
1941,friend,25,6
1942,therefor,22,8
1943,burnt,1,5
1944,ensu,2,4
1945,medicin,1,7
1946,altwing,1,7
1947,perhap,1,6
1948,captain,1,7
1949,ulyss,1,5
1950,dometh,1,6
1951,befalln,1,7
1952,permi,1,5
1953,teach,3,5
1954,titanus,1,7
1955,hangd,2,5
1956,damn,1,4
1957,dust,1,4
1958,crept,1,5
1959,neri,1,4
1960,asdeemd,1,7
1961,split,1,5
1962,alreadi,1,7
1963,polixen,1,7
1964,end,6,3
1965,doctor,4,6
1966,goodman,1,7
1967,humour,2,6
1968,helen,3,5
1969,frosti,2,6
1970,britti,1,6
1971,griev,2,5
1972,top,1,3
1973,fanni,1,5
1974,there,15,5
1975,unvil,1,5
1976,unlov,2,5
1977,stuff,1,5
1978,clap,1,4
1979,preced,1,6
1980,balthasar,1,9
1981,spake,2,5
1982,cool,1,4
1983,comest,1,6
1984,cherubidl,1,9
1985,suppos,1,6
1986,gave,2,4
1987,wonderd,1,7
1988,success,1,7
1989,ravish,2,6
1990,purg,1,4
1991,backward,1,8
1992,penni,2,5
1993,lose,9,4
1994,base,8,4
1995,silvius,1,7
1996,orb,1,3
1997,henceforth,2,10
1998,fooder,1,6
1999,lock,1,4
2000,term,1,4
2001,fort,3,4
2002,dolabella,1,9
2003,obscur,2,6
2004,hostess,2,7
2005,fat,1,3
2006,mritag,1,6
2007,emblac,1,6
2008,weep,4,4
2009,stale,1,5
2010,dower,1,5
2011,pictu,1,5
2012,gower,1,5
2013,sere,1,4
2014,tabour,1,6
2015,report,5,6
2016,snay,1,4
2017,present,14,7
2018,lockd,1,5
2019,destroy,1,7
2020,thereof,2,7
2021,hid,1,3
2022,tardi,1,5
2023,ere,11,3
2024,houd,1,4
2025,unliv,1,5
2026,mountain,5,8
2027,full,10,4
2028,tear,2,4
2029,oonzalo,1,7
2030,sat,2,3
2031,capulet,2,7
2032,confin,2,6
2033,sake,3,4
2034,barbar,2,6
2035,horseman,1,8
2036,tox,1,3
2037,red,1,3
2038,marcus,2,6
2039,glorious,3,8
2040,burgundi,1,8
2041,manner,2,6
2042,stiff,1,5
2043,margaret,10,8
2044,stubborn,1,8
2045,inlaw,1,5
2046,war,9,3
2047,peopl,7,5
2048,errlight,1,8
2049,lead,3,4
2050,coron,1,5
2051,pictur,1,6
2052,luen,1,4
2053,befriend,1,8
2054,ancestor,2,8
2055,antoni,18,6
2056,rax,1,3
2057,reserv,1,6
2058,billow,1,6
2059,wherein,1,7
2060,staind,2,6
2061,vein,4,4
2062,hurri,1,5
2063,disdain,1,7
2064,set,10,3
2065,delic,1,5
2066,ventur,1,6
2067,sharp,1,5
2068,fierc,2,5
2069,act,3,3
2070,ammit,1,5
2071,wight,1,5
2072,martial,1,7
2073,biron,2,5
2074,bock,1,4
2075,gaze,1,4
2076,foolish,3,7
2077,didst,4,5
2078,olland,1,6
2079,sick,1,4
2080,macbeth,9,7
2081,triumph,1,7
2082,isabella,2,8
2083,prosper,1,7
2084,fell,3,4
2085,sightth,1,7
2086,meed,2,4
2087,raven,1,5
2088,execut,5,6
2089,flier,1,5
2090,painless,1,8
2091,given,3,5
2092,siana,1,5
2093,inch,1,4
2094,rich,5,4
2095,finger,2,6
2096,take,36,4
2097,sword,10,5
2098,return,3,6
2099,sigh,4,4
2100,soonman,1,7
2101,vineg,1,5
2102,disobd,1,6
2103,entreat,6,7
2104,treason,2,7
2105,power,14,5
2106,bag,1,3
2107,shoulder,2,8
2108,remedi,2,6
2109,bekon,1,5
2110,colder,1,6
2111,amen,2,4
2112,wind,6,4
2113,william,1,7
2114,cheek,3,5
2115,palm,1,4
2116,girland,1,7
2117,shylock,1,7
2118,kin,1,3
2119,thank,3,5
2120,taken,1,5
2121,scorn,3,5
2122,burn,2,4
2123,taperboard,1,10
2124,saw,9,3
2125,misl,1,4
2126,keeper,1,6
2127,claughterd,1,10
2128,shell,1,5
2129,threaten,4,8
2130,shall,92,5
2131,downlight,1,9
2132,majesti,5,7
2133,advantag,3,8
2134,afre,1,4
2135,refus,1,5
2136,count,2,5
2137,where,3,5
2138,cain,1,4
2139,voman,1,5
2140,beard,2,5
2141,unsam,1,5
2142,train,1,5
2143,eat,9,3
2144,seepant,1,7
2145,receiv,3,6
2146,dagger,1,6
2147,stayd,6,5
2148,call,19,4
2149,elvina,1,6
2150,money,2,5
2151,distribut,1,9
2152,ruudership,1,10
2153,direct,2,6
2154,bull,1,4
2155,desdemona,2,9
2156,mock,1,4
2157,toosuffolk,1,10
2158,moon,2,4
2159,rememb,3,6
2160,invent,1,6
2161,father,23,6
2162,rack,1,4
2163,daughter,16,8
2164,joan,1,4
2165,fliest,1,6
2166,claimd,1,6
2167,consequ,2,7
2168,ulconceiv,1,9
2169,lethus,1,6
2170,noblest,1,7
2171,pride,4,5
2172,often,3,5
2173,sequel,1,6
2174,growth,1,6
2175,earnest,2,7
2176,blest,1,5
2177,manag,2,5
2178,intend,1,6
2179,govern,1,6
2180,cure,2,4
2181,famous,2,6
2182,scape,1,5
2183,cambrak,1,7
2184,scornd,1,6
2185,deraim,1,6
2186,sleep,6,5
2187,dream,5,5
2188,eslac,1,5
2189,ainel,1,5
2190,mischief,3,8
2191,rosalind,7,8
2192,write,6,5
2193,infant,2,6
2194,gone,14,4
2195,writer,1,6
2196,wirld,1,5
2197,cuckold,1,7
2198,horatio,5,7
2199,spoil,1,5
2200,safeti,3,6
2201,dreamd,1,6
2202,loss,7,4
2203,harmless,1,8
2204,alway,1,5
2205,sabbar,1,6
2206,never,17,5
2207,cheer,2,5
2208,credit,1,6
2209,busi,6,4
2210,loud,4,4
2211,bandibl,1,7
2212,liberti,2,7
2213,henceforward,1,12
2214,porrest,1,7
2215,smoke,1,5
2216,cleap,1,5
2217,peasi,1,5
2218,bark,1,4
2219,edgar,4,5
2220,household,3,9
2221,excus,3,5
2222,atch,1,4
2223,till,15,4
2224,rag,1,3
2225,butt,1,4
2226,ungrac,1,6
2227,passion,5,7
2228,morsel,1,6
2229,predect,1,7
2230,farewel,5,7
2231,timewrit,1,8
2232,froze,1,5
2233,exhibit,2,7
2234,rais,1,4
2235,autolycus,1,9
2236,honour,23,6
2237,strang,4,6
2238,look,23,4
2239,shrill,1,6
2240,banquet,2,7
2241,thinkest,1,8
2242,threw,1,5
2243,glendow,1,7
2244,meet,5,4
2245,nichola,1,7
2246,hamper,1,6
2247,meaner,1,6
2248,dolour,1,6
2249,uneven,1,6
2250,loath,2,5
2251,selfbreath,1,10
2252,devis,1,5
2253,wherefor,6,8
2254,anmonio,1,7
2255,grecian,1,7
2256,slew,2,4
2257,doth,25,4
2258,helicanus,1,9
2259,distrust,1,8
2260,wildri,1,6
2261,island,3,6
2262,ring,3,4
2263,king,64,4
2264,aspect,1,6
2265,offend,2,6
2266,fumbl,1,5
2267,esembl,1,6
2268,pleasur,4,7
2269,fish,1,4
2270,revolt,3,6
2271,sacrament,1,9
2272,geld,1,4
2273,point,8,5
2274,iv,1,2
2275,averch,1,6
2276,costard,1,7
2277,toil,1,4
2278,number,3,6
2279,justic,3,6
2280,traitor,3,7
2281,northumberland,1,14
2282,halt,1,4
2283,seiz,2,4
2284,stem,1,4
2285,wonder,6,6
2286,eer,1,3
2287,purpos,9,6
2288,consul,1,6
2289,climb,1,5
2290,brave,4,5
2291,store,1,5
2292,tritor,1,6
2293,dougla,3,6
2294,thickest,1,8
2295,tender,3,6
2296,merci,4,5
2297,search,1,6
2298,tellest,1,7
2299,conjur,1,6
2300,oerpeach,1,8
2301,invit,1,5
2302,distanc,1,7
2303,est,1,3
2304,repos,2,5
2305,hill,2,4
2306,contemptur,1,10
2307,bold,1,4
2308,die,15,3
2309,followo,1,7
2310,dew,1,3
2311,hang,4,4
2312,deliver,1,7
2313,readi,4,5
2314,wleth,1,5
2315,six,2,3
2316,falsehood,2,9
2317,anoint,1,6
2318,lackd,1,5
2319,grass,1,5
2320,night,7,5
2321,sign,2,4
2322,fluellen,2,8
2323,quarrel,2,7
2324,foreign,1,7
2325,othello,4,7
2326,due,2,3
2327,certain,3,7
2328,kinder,1,6
2329,fantasi,1,7
2330,toward,2,6
2331,thyself,4,7
2332,suffic,1,6
2333,beat,3,4
2334,parliament,2,10
2335,decus,1,5
2336,omnon,1,5
2337,hum,1,3
2338,impud,1,5
2339,claudius,3,8
2340,decre,2,5
2341,whosor,1,6
2342,timon,6,5
2343,frenchman,1,9
2344,virtu,3,5
2345,beatric,4,7
2346,watch,3,5
2347,borrow,1,6
2348,copili,1,6
2349,weepd,1,5
2350,napl,2,4
2351,witchcraft,2,10
2352,awak,1,4
2353,sesnect,1,7
2354,gie,1,3
2355,hour,8,4
2356,holofern,1,8
2357,willoughbi,1,10
2358,shoy,1,4
2359,ever,20,4
2360,throw,4,5
2361,liest,1,5
2362,ay,18,2
2363,presum,1,6
2364,hew,2,3
2365,sister,9,6
2366,keep,11,4
2367,learn,3,5
2368,enough,10,6
2369,touchest,1,8
2370,digest,1,6
2371,ann,10,3
2372,conspect,1,8
2373,came,12,4
2374,condemnd,2,8
2375,solon,1,5
2376,sting,1,5
2377,forsak,1,6
2378,em,3,2
2379,speakst,1,7
2380,volscous,1,8
2381,offerd,1,6
2382,crest,1,5
2383,lovest,1,6
2384,abat,3,4
2385,sirrah,6,6
2386,sway,2,4
2387,expureacold,1,11
2388,resort,1,6
2389,ho,2,2
2390,brief,1,5
2391,barren,2,6
2392,gabe,1,4
2393,patch,2,5
2394,weaker,1,6
2395,gait,1,4
2396,upid,1,4
2397,wull,1,4
2398,witch,1,5
2399,pen,1,3
2400,thrice,1,6
2401,street,3,6
2402,pursu,3,5
2403,scrupl,1,6
2404,quit,2,4
2405,thrumbl,1,7
2406,scrand,1,6
2407,alack,2,5
2408,done,16,4
2409,pound,1,5
2410,least,3,5
2411,plight,1,6
2412,ratcliff,1,8
2413,ripe,1,4
2414,silenc,2,6
2415,wrath,2,5
2416,seemeth,1,7
2417,seagood,1,7
2418,bondmack,1,8
2419,tonight,6,7
2420,blast,1,5
2421,guilti,5,6
2422,bottom,1,6
2423,richard,5,7
2424,cleft,1,5
2425,gludg,1,5
2426,flesh,5,5
2427,do,1,2
2428,midwif,1,6
2429,nobl,16,4
2430,nine,1,4
2431,wooer,1,5
2432,deliverd,1,8
2433,quick,6,5
2434,rise,1,4
2435,ye,3,2
2436,fresh,3,5
2437,conspir,2,7
2438,resolv,2,6
2439,guardman,1,8
2440,undo,2,4
2441,smile,5,5
2442,torturi,1,7
2443,come,59,4
2444,belli,2,5
2445,ala,6,3
2446,beauti,8,6
2447,octavius,6,8
2448,leader,1,6
2449,shrieti,1,7
2450,tip,1,3
2451,suarp,1,5
2452,displeasur,1,10
2453,mettl,1,5
2454,slumber,1,7
2455,begottingo,1,10
2456,abject,1,6
2457,trade,1,5
2458,ten,1,3
2459,inct,1,4
2460,elder,2,5
2461,hector,2,6
2462,make,55,4
2463,feast,4,5
2464,pleas,7,5
2465,wolsey,1,6
2466,entir,1,5
2467,sportifi,1,8
2468,epithant,1,8
2469,coxcomb,1,7
2470,fight,5,5
2471,boatswain,1,9
2472,palfag,1,6
2473,albani,4,6
2474,turn,11,4
2475,sing,3,4
2476,hack,1,4
2477,chiefest,1,8
2478,hale,1,4
2479,object,2,6
2480,arriv,1,5
2481,thus,19,4
2482,dostard,1,7
2483,who,4,3
2484,skill,1,5
2485,word,14,4
2486,gather,2,6
2487,hive,1,4
2488,like,36,4
2489,horn,1,4
2490,selfbeheld,1,10
2491,substanc,3,8
2492,affright,2,8
2493,french,2,6
2494,ladi,22,4
2495,nation,2,6
2496,trash,1,5
2497,forbid,2,6
2498,browli,1,6
2499,pluck,6,5
2500,wrong,5,5
2501,sener,1,5
2502,thouldst,1,8
2503,sorri,2,5
2504,counsel,2,7
2505,entertain,7,9
2506,ist,1,3
2507,breathur,1,8
2508,chamber,8,7
2509,serv,4,4
2510,whereov,1,7
2511,prais,12,5
2512,sieg,1,4
2513,camp,1,4
2514,changeabl,1,9
2515,senat,5,5
2516,knave,4,5
2517,control,1,7
2518,sweet,17,5
2519,tune,1,4
2520,narrow,1,6
2521,unfold,1,6
2522,yes,4,3
2523,julius,2,6
2524,lurk,1,4
2525,spirit,11,6
2526,happier,1,7
2527,compar,1,6
2528,heart,28,5
2529,flive,1,5
2530,shippus,1,7
2531,age,7,3
2532,yould,1,5
2533,gost,1,4
2534,alexa,1,5
2535,unrunish,1,8
2536,embrac,1,6
2537,iter,1,4
2538,wing,2,4
2539,excel,5,5
2540,faint,2,5
2541,bolderd,1,7
2542,bruiss,1,6
2543,servant,7,7
2544,equinius,1,8
2545,eye,25,3
2546,twelv,1,5
2547,fall,14,4
2548,dispit,1,6
2549,annoy,1,5
2550,vexat,1,5
2551,golden,1,6
2552,tomorrow,4,8
2553,hand,31,4
2554,grief,6,5
2555,reveng,6,6
2556,sound,3,5
2557,fepher,1,6
2558,forbear,3,7
2559,kept,2,4
2560,brook,1,5
2561,idol,1,4
2562,chide,1,5
2563,impart,1,6
2564,dispos,1,6
2565,anon,1,4
2566,master,19,6
2567,coward,1,6
2568,discours,3,8
2569,brutus,21,6
2570,friendship,1,10
2571,intermi,1,7
2572,juliet,2,6
2573,process,1,7
2574,alcibiad,1,8
2575,rib,1,3
2576,soon,1,4
2577,volum,2,5
2578,vain,1,4
2579,joind,1,5
2580,upright,1,7
2581,guard,4,5
2582,thind,1,5
2583,fanci,3,5
2584,celia,2,5
2585,affect,5,6
2586,mate,1,4
2587,question,1,8
2588,mingl,1,5
2589,string,1,6
2590,cloud,1,5
2591,pari,4,4
2592,binnam,1,6
2593,twill,3,5
2594,gun,1,3
2595,yonder,1,6
2596,forsworn,1,8
2597,unkind,1,6
2598,sleap,1,5
2599,hip,1,3
2600,seaday,1,6
2601,napkin,1,6
2602,fifth,1,5
2603,dispatch,1,8
2604,send,3,4
2605,price,1,5
2606,dozen,1,5
2607,helf,1,4
2608,instrument,2,10
2609,overnend,1,8
2610,freeli,1,6
2611,mile,1,4
2612,duchess,5,7
2613,utter,2,5
2614,heavi,4,5
2615,contemptu,1,9
2616,phrase,1,6
2617,open,5,4
2618,begin,6,5
2619,perform,4,7
2620,leaven,1,6
2621,seldom,1,6
2622,poison,4,6
2623,wellblack,1,9
2624,eyeless,1,7
2625,prelat,1,6
2626,absent,2,6
2627,defeat,1,6
2628,untid,1,5
2629,aenea,2,5
2630,diom,1,4
2631,duch,1,4
2632,last,5,4
2633,appir,1,5
2634,happi,7,5
2635,sooth,1,5
2636,bedick,1,6
2637,shallow,6,7
2638,twenti,3,6
2639,nun,1,3
2640,advic,2,5
2641,mayst,1,5
2642,forc,2,4
2643,asleep,1,6
2644,read,4,4
2645,particular,1,10
2646,mischanc,1,8
2647,milk,1,4
2648,flatter,2,7
2649,syracus,2,7
2650,harmborn,1,8
2651,blue,2,4
2652,whither,4,7
2653,struck,5,6
2654,knowest,1,7
2655,lunaci,1,6
2656,time,23,4
2657,howsoeer,1,8
2658,fought,4,6
2659,know,38,4
2660,whoreson,1,8
2661,heaven,23,6
2662,jester,1,6
2663,well,56,4
2664,icfortun,1,8
2665,unto,5,4
2666,conquest,1,8
2667,hero,3,4
2668,rite,1,4
2669,ruther,1,6
2670,expir,2,5
2671,away,5,4
2672,creatur,4,7
2673,lion,1,4
2674,low,1,3
2675,moder,1,5
2676,cnrimon,1,7
2677,stave,1,5
2678,warn,1,4
2679,spurnd,1,6
2680,varron,1,6
2681,bounti,2,6
2682,offenc,4,6
2683,lovel,2,5
2684,diseas,2,6
2685,wick,2,4
2686,boyet,1,5
2687,higher,1,6
2688,apparit,1,7
2689,maria,1,5
2690,clock,2,5
2691,talk,6,4
2692,renew,1,5
2693,idar,1,4
2694,corrupt,2,7
2695,breedingri,1,10
2696,myill,1,5
2697,told,5,4
2698,flatterd,1,8
2699,unthank,1,7
2700,strong,2,6
2701,fastst,1,6
2702,flung,1,5
2703,wemper,1,6
2704,mind,6,4
2705,qualiti,1,7
2706,dip,1,3
2707,enam,1,4
2708,mercutio,3,8
2709,vouchsaf,3,8
2710,wot,1,3
2711,perdita,1,7
2712,captiv,1,6
2713,construct,1,9
2714,morrow,4,6
2715,possessd,4,8
2716,patienc,4,7
2717,lustr,3,5
2718,san,1,3
2719,peddur,1,6
2720,wax,2,3
2721,commiss,1,7
2722,mani,13,4
2723,theme,1,5
2724,franc,9,5
2725,petruchio,4,9
2726,evil,2,4
2727,hous,11,4
2728,express,2,7
2729,frozen,1,6
2730,went,2,4
2731,shrum,1,5
2732,remain,2,6
2733,guil,1,4
2734,sensual,1,7
2735,hermia,1,6
2736,cromwel,1,7
2737,behold,4,6
2738,except,2,6
2739,nought,2,6
2740,dinner,3,6
2741,dri,2,3
2742,prate,1,5
