,Token,N_Ocorrencia,Length
1414,ope,1,3
1415,antonio,5,7
1416,profit,2,6
1417,breaking,2,8
1418,terman,1,6
1419,compare,1,7
1420,unvile,1,6
1421,citizen,6,7
1422,peasantly,1,9
1423,wildry,1,6
1424,effect,3,6
1425,confused,1,8
1426,hasty,1,5
1427,hollow,2,6
1428,advice,2,6
1429,clamorous,1,9
1430,redress,1,7
1431,lusty,2,5
1432,revenge,5,7
1433,drift,1,5
1434,damnd,2,5
1435,mornal,1,6
1436,ane,1,3
1437,amplement,1,9
1438,int,2,3
1439,undone,1,6
1440,painting,1,8
1441,rage,2,4
1442,law,2,3
1443,title,6,5
1444,uncle,3,5
1445,fe,1,2
1446,helena,2,6
1447,albany,4,6
1448,monour,1,6
1449,athallot,1,8
1450,breast,4,6
1451,without,18,7
1452,place,10,5
1453,glove,2,5
1454,physic,1,6
1455,sfellows,1,8
1456,nut,1,3
1457,untelling,1,9
1458,catch,2,5
1459,fland,1,5
1460,heed,3,4
1461,mrustance,1,9
1462,ophelia,3,7
1463,bewitchd,1,8
1464,ax,1,2
1465,hamlet,3,6
1466,choose,1,6
1467,swiftness,1,9
1468,legely,1,6
1469,hair,3,4
1470,gageous,1,7
1471,gloss,1,5
1472,aros,1,4
1473,face,15,4
1474,toe,2,3
1475,wrathful,1,8
1476,decised,1,7
1477,defends,1,7
1478,glad,5,4
1479,oerwake,1,7
1480,fond,1,4
1481,breedingwomen,1,13
1482,belong,1,6
1483,th,1,2
1484,walk,4,4
1485,horrible,2,8
1486,saturnine,2,9
1487,eight,1,5
1488,spleen,1,6
1489,obsurding,1,9
1490,couple,1,6
1491,restrained,1,10
1492,others,2,6
1493,past,5,4
1494,weak,1,4
1495,falsely,2,7
1496,coin,1,4
1497,swear,11,5
1498,shes,7,4
1499,sleepy,1,6
1500,bullset,1,7
1501,hear,19,4
1502,forestem,1,8
1503,follows,1,7
1504,stake,1,5
1505,cloten,1,6
1506,shepherd,5,8
1507,study,2,5
1508,mean,7,4
1509,touch,1,5
1510,abide,1,5
1511,misled,1,6
1512,speedshrewd,1,11
1513,mouth,8,5
1514,early,2,5
1515,wretch,1,6
1516,suffolk,4,7
1517,brotherous,1,10
1518,sweetly,3,7
1519,anne,10,4
1520,lather,1,6
1521,dog,2,3
1522,branch,3,6
1523,lieutenant,1,10
1524,esteemed,1,8
1525,vacus,1,5
1526,yuts,1,4
1527,pricketh,1,8
1528,vision,1,6
1529,shourd,1,6
1530,knowing,2,7
1531,caught,1,6
1532,cunning,1,7
1533,vassal,1,6
1534,rivel,1,5
1535,renewing,1,8
1536,sale,1,4
1537,pack,1,4
1538,accountance,1,11
1539,sgrieve,1,7
1540,minding,1,7
1541,woundeth,1,8
1542,u,41,1
1543,amorous,1,7
1544,permit,1,6
1545,demetrius,2,9
1546,heared,1,6
1547,groan,1,5
1548,canopy,1,6
1549,de,1,2
1550,rue,1,3
1551,selfsweet,1,9
1552,cobweb,1,6
1553,bares,1,5
1554,drame,1,5
1555,reporter,1,8
1556,pitiful,1,7
1557,trueh,1,5
1558,harm,2,4
1559,decius,1,6
1560,snown,1,5
1561,wall,4,4
1562,weeping,1,7
1563,enterprise,1,10
1564,land,4,4
1565,served,1,6
1566,lay,6,3
1567,got,6,3
1568,compound,1,8
1569,apemantus,1,9
1570,unfriend,1,8
1571,defile,1,6
1572,hast,16,4
1573,health,2,6
1574,use,6,3
1575,gift,1,4
1576,ruin,1,4
1577,england,5,7
1578,feeble,1,6
1579,hire,1,4
1580,four,2,4
1581,rank,3,4
1582,charge,6,6
1583,writ,1,4
1584,execution,1,9
1585,overfoold,1,9
1586,defund,1,6
1587,eeard,1,5
1588,think,21,5
1589,throat,1,6
1590,butly,1,5
1591,presence,1,8
1592,sall,1,4
1593,request,3,7
1594,moonshine,1,9
1595,slender,2,7
1596,staff,1,5
1597,hern,1,4
1598,owe,1,3
1599,young,6,5
1600,vernon,1,6
1601,confess,4,7
1602,bent,1,4
1603,satisfy,1,7
1604,colour,1,6
1605,together,12,8
1606,luckless,1,8
1607,pear,1,4
1608,scurvy,1,6
1609,must,39,4
1610,forsooth,2,8
1611,thine,12,5
1612,hole,1,4
1613,razers,1,6
1614,drug,1,4
1615,behavior,2,8
1616,milthiness,1,10
1617,basers,1,6
1618,cold,5,4
1619,hears,1,5
1620,arrayd,1,6
1621,stone,3,5
1622,cherubidling,1,12
1623,thee,84,4
1624,beximpt,1,7
1625,robin,1,5
1626,rounded,1,7
1627,heap,1,4
1628,bame,1,4
1629,sank,1,4
1630,mine,21,4
1631,leaden,1,6
1632,affair,3,6
1633,lustre,3,6
1634,killst,1,6
1635,wale,1,4
1636,iii,3,3
1637,applement,1,9
1638,gonzalo,1,7
1639,aufidius,1,8
1640,constort,1,8
1641,despised,3,8
1642,hairkills,1,9
1643,dost,8,4
1644,band,1,4
1645,freebookboy,1,11
1646,hurry,1,5
1647,sight,11,5
1648,titus,5,5
1649,mritages,1,8
1650,walked,1,6
1651,peep,2,4
1652,story,4,5
1653,prey,1,4
1654,obtainment,1,10
1655,close,3,5
1656,also,1,4
1657,overreason,1,10
1658,died,2,4
1659,neither,3,7
1660,hud,1,3
1661,care,5,4
1662,ad,1,2
1663,soul,15,4
1664,cur,4,3
1665,perditas,1,8
1666,ancient,1,7
1667,worse,2,5
1668,bupty,1,5
1669,philosophy,2,10
1670,dangerously,2,11
1671,knee,3,4
1672,bactista,1,8
1673,obedience,1,9
1674,state,6,5
1675,people,7,6
1676,unmannd,1,7
1677,easy,1,4
1678,hecuba,1,6
1679,general,5,7
1680,importunite,1,11
1681,asugnable,1,9
1682,gain,2,4
1683,frame,1,5
1684,layful,1,6
1685,ti,25,2
1686,fashion,1,7
1687,sweetest,1,8
1688,unmonsterd,1,10
1689,importune,1,9
1690,burgundy,1,8
1691,dreadfully,1,10
1692,defeated,1,8
1693,fents,1,5
1694,west,1,4
1695,wood,1,4
1696,left,6,4
1697,tetles,1,6
1698,strain,2,6
1699,speaks,1,6
1700,party,6,5
1701,oftens,1,6
1702,yesterday,1,9
1703,untold,1,6
1704,bill,3,4
1705,way,23,3
1706,regreet,1,7
1707,purpose,9,7
1708,caius,4,5
1709,wildiam,1,7
1710,believed,1,8
1711,bright,1,6
1712,disable,1,7
1713,marshally,1,9
1714,delicate,1,8
1715,inventance,1,10
1716,crowd,1,5
1717,break,16,5
1718,biondello,1,9
1719,knight,2,6
1720,paish,1,5
1721,conveyd,2,7
1722,murderer,10,8
1723,craveth,1,7
1724,pursues,1,7
1725,speakful,1,8
1726,lucius,4,6
1727,cost,3,4
1728,conveyard,1,9
1729,worth,2,5
1730,wait,3,4
1731,brutish,1,7
1732,volscian,1,8
1733,brow,6,4
1734,protest,1,7
1735,deathlived,1,10
1736,tends,1,5
1737,pregnant,1,8
1738,fool,8,4
1739,philomelius,1,11
1740,goth,1,4
1741,hastings,3,8
1742,countenance,1,11
1743,begun,1,5
1744,received,1,8
1745,accuse,1,6
1746,showering,1,9
1747,draw,3,4
1748,prince,13,6
1749,old,10,3
1750,dauphin,1,7
1751,deed,7,4
1752,dotage,1,6
1753,mercy,4,5
1754,would,86,5
1755,church,1,6
1756,contrue,1,7
1757,wretchd,1,7
1758,noticily,1,8
1759,courage,2,7
1760,jove,1,4
1761,contemnd,1,8
1762,outsage,1,7
1763,hotspur,1,7
1764,slow,2,4
1765,wicked,2,6
1766,poet,2,4
1767,peerled,1,7
1768,callst,1,6
1769,guiding,1,7
1770,eilded,1,6
1771,senior,1,6
1772,bardolph,3,8
1773,wreck,1,5
1774,sulrence,1,8
1775,tame,2,4
1776,bawd,3,4
1777,herald,1,6
1778,richest,1,7
1779,bondmaid,1,8
1780,malice,1,6
1781,foe,2,3
1782,saint,4,5
1783,portia,1,6
1784,parted,2,6
1785,prosperous,1,10
1786,blame,3,5
1787,sternly,1,7
1788,peasy,1,5
1789,famished,1,8
1790,smallest,1,8
1791,amazedgo,1,8
1792,aboand,1,6
1793,reynaldo,1,8
1794,duke,30,4
1795,washed,1,6
1796,athenian,1,8
1797,expedition,2,10
1798,younger,1,7
1799,conceit,2,7
1800,better,9,6
1801,dishonour,2,9
1802,shortest,1,8
1803,vile,6,4
1804,leman,1,5
1805,et,3,2
1806,indifferents,1,12
1807,motion,4,6
1808,hate,2,4
1809,twixt,2,5
1810,distraction,1,11
1811,payment,1,7
1812,affords,1,7
1813,hail,1,4
1814,ear,8,3
1815,ingratitude,1,11
1816,beer,1,4
1817,sweeter,1,7
1818,broke,4,5
1819,today,5,5
1820,table,2,5
1821,carriage,1,8
1822,clifford,2,8
1823,suve,1,4
1824,satisfied,1,9
1825,expose,2,6
1826,darest,2,6
1827,ferring,1,7
1828,almost,3,6
1829,pot,1,3
1830,monder,1,6
1831,buckingham,3,10
1832,kiss,3,4
1833,consign,1,7
1834,outscorn,1,8
1835,virtuous,4,8
1836,kissed,1,6
1837,travelld,1,8
1838,effected,1,8
1839,beseech,3,7
1840,denilo,1,6
1841,mad,4,3
1842,bick,1,4
1843,brookgast,1,9
1844,angerous,1,8
1845,lip,1,3
1846,liberty,2,7
1847,srancester,1,10
1848,consliping,1,10
1849,deliverance,1,11
1850,madam,7,5
1851,sin,1,3
1852,ranged,1,6
1853,bruised,1,7
1854,dedication,1,10
1855,content,3,7
1856,nouse,1,5
1857,grump,1,5
1858,highness,4,8
1859,new,5,3
1860,inus,1,4
1861,tramful,1,7
1862,tower,4,5
1863,rascal,1,6
1864,partier,1,7
1865,condemn,1,7
1866,expressments,1,12
1867,leging,1,6
1868,conspirable,1,11
1869,continual,1,9
1870,bleed,1,5
1871,sun,3,3
1872,pantion,1,7
1873,mirror,1,6
1874,wretchedness,2,12
1875,doubled,1,7
1876,duching,1,7
1877,prepare,3,7
1878,true,29,4
1879,ade,1,3
1880,bought,1,6
1881,consumption,1,11
1882,lordship,5,8
1883,earl,5,4
1884,pisanio,2,7
1885,stream,1,6
1886,bravely,1,7
1887,spent,3,5
1888,committed,1,9
1889,shrewsbury,1,10
1890,resolute,1,8
1891,speedybirth,1,11
1892,showledge,1,9
1893,siege,1,5
1894,mould,1,5
1895,harmony,1,7
1896,deep,4,4
1897,joyful,1,6
1898,joiner,1,6
1899,fair,29,4
1900,wither,1,6
1901,unrocking,1,9
1902,stir,2,4
1903,varrons,1,7
1904,stop,3,4
1905,nuptial,1,7
1906,beautify,1,8
1907,phulish,1,7
1908,plant,2,5
1909,ingrateful,1,10
1910,antipholus,3,10
1911,beauty,8,6
1912,philip,5,6
1913,innocent,3,8
1914,adverse,1,7
1915,restore,1,7
1916,stackd,1,6
1917,fawnings,1,8
1918,speechant,1,9
1919,fourth,1,6
1920,enfraction,1,10
1921,boy,16,3
1922,recovery,1,8
1923,temple,3,6
1924,doubtful,1,8
1925,song,5,4
1926,oak,2,3
1927,jealously,1,9
1928,countly,1,7
1929,order,3,5
1930,second,30,6
1931,fate,1,4
1932,perdution,1,9
1933,mighty,4,6
1934,kill,5,4
1935,observation,1,11
1936,twenty,3,6
1937,proceed,2,7
1938,scantation,1,10
1939,handkerchief,1,12
1940,wise,5,4
1941,milfords,1,8
1942,incense,1,7
1943,lief,2,4
1944,discharge,2,9
1945,ventidius,2,9
1946,satisfaction,1,12
1947,tent,4,4
1948,finish,1,6
1949,desert,2,6
1950,kinnlambs,1,9
1951,beaten,1,6
1952,city,8,4
1953,awe,1,3
1954,mardy,1,5
1955,ah,2,2
1956,married,2,7
1957,eating,1,6
1958,wholesome,1,9
1959,frailty,1,7
1960,halfkind,1,8
1961,titania,1,7
1962,here,3,4
1963,pisa,2,4
1964,birth,2,5
1965,courtier,3,8
1966,longed,1,6
1967,quench,1,6
1968,weary,1,5
1969,perchance,1,9
1970,stoop,1,5
1971,sebastian,2,9
1972,answer,5,6
1973,danger,1,6
1974,coveration,1,10
1975,cut,2,3
1976,methought,1,9
1977,strangeday,1,10
1978,degree,2,6
1979,stods,1,5
1980,touched,1,7
1981,tamora,2,6
1982,paulina,1,7
1983,concluded,1,9
1984,luciana,1,7
1985,evans,4,5
1986,box,1,3
1987,exceeding,1,9
1988,fairest,1,7
1989,argo,1,4
1990,consent,3,7
1991,serve,3,5
1992,corage,1,6
1993,villain,16,7
1994,purged,1,6
1995,dug,1,3
1996,portion,1,7
1997,lost,5,4
1998,thersitania,1,11
1999,late,4,4
2000,goble,1,5
2001,roderigo,1,8
2002,commandment,1,11
2003,doubtfully,1,10
2004,varlet,2,6
2005,edmund,1,6
2006,pursue,2,6
2007,obey,1,4
2008,avoided,1,7
2009,surgeon,1,7
2010,pardon,6,6
2011,opend,1,5
2012,pro,1,3
2013,coated,1,6
2014,gied,1,4
2015,hold,13,4
2016,sink,1,4
2017,voicehis,1,8
2018,ip,1,2
2019,strength,6,8
2020,thrumble,1,8
2021,large,1,5
2022,halfherbiting,1,13
2023,thou,108,4
2024,hubert,1,6
2025,dearly,2,6
2026,faith,4,5
2027,pistol,5,6
2028,ingenious,2,9
2029,mockd,1,5
2030,likest,1,6
2031,nothing,6,7
2032,aim,3,3
2033,bassianus,1,9
2034,bound,3,5
2035,bell,2,4
2036,gold,11,4
2037,bully,1,5
2038,in,1,2
2039,affected,1,8
2040,orderly,1,7
2041,start,1,5
2042,curser,1,6
2043,tiom,1,4
2044,twere,2,5
2045,adriano,1,7
2046,five,2,4
2047,bald,2,4
2048,induct,1,6
2049,fit,6,3
2050,brightly,1,8
2051,able,1,4
2052,knew,3,4
2053,bestowing,1,9
2054,demand,1,6
2055,deer,1,4
2056,modesty,2,7
2057,pas,2,3
2058,sulms,1,5
2059,messala,1,7
2060,flint,2,5
2061,impeopleness,1,12
2062,aloud,1,5
2063,delivered,1,9
2064,chronic,1,7
2065,per,2,3
2066,temperance,1,10
2067,weddingbody,1,11
2068,blood,7,5
2069,meant,1,5
2070,iware,1,5
2071,great,23,5
2072,babble,1,6
2073,god,10,3
2074,according,1,9
2075,contrive,1,8
2076,abuse,2,5
2077,brabble,1,7
2078,coronation,1,10
2079,forswear,3,8
2080,breastbold,1,10
2081,ajax,5,4
2082,water,2,5
2083,nearer,1,6
2084,flow,1,4
2085,borne,2,5
2086,chimney,1,7
2087,made,17,4
2088,gict,1,4
2089,stormed,1,7
2090,douglas,3,7
2091,captive,1,7
2092,creature,4,8
2093,sailor,1,6
2094,encounter,2,9
2095,grow,3,4
2096,gilties,1,7
2097,skare,1,5
2098,obscured,1,8
2099,deny,3,4
2100,valiant,9,7
2101,dearest,2,7
2102,aloft,1,5
2103,clamour,1,7
2104,doting,1,6
2105,teaching,1,8
2106,strike,2,6
2107,proper,2,6
2108,disposition,1,11
2109,wouldst,4,7
2110,aumerle,2,7
2111,station,1,7
2112,chin,1,4
2113,fame,1,4
2114,liege,2,5
2115,confidence,1,10
2116,wound,5,5
2117,bruissed,1,8
2118,labour,2,6
2119,far,2,3
2120,drop,4,4
2121,ake,1,3
2122,tend,1,4
2123,advised,1,7
2124,safety,3,6
2125,leg,5,3
2126,fleety,1,6
2127,wedge,1,5
2128,grant,3,5
2129,while,5,5
2130,everish,1,7
2131,oerphysicks,1,11
2132,shadow,6,6
2133,conceive,1,8
2134,winged,1,6
2135,pain,3,4
2136,mingle,1,6
2137,son,18,3
2138,extempority,1,11
2139,friend,23,6
2140,tarry,1,5
2141,burnt,1,5
2142,pleasure,4,8
2143,captain,1,7
2144,befalln,1,7
2145,teach,2,5
2146,titanus,1,7
2147,hangd,2,5
2148,wlething,1,8
2149,truly,4,5
2150,crept,1,5
2151,device,1,6
2152,asdeemd,1,7
2153,dust,1,4
2154,prelate,1,7
2155,fantasy,1,7
2156,moderate,1,8
2157,end,4,3
2158,doctor,4,6
2159,goodman,1,7
2160,humour,2,6
2161,paris,4,5
2162,plucking,1,8
2163,helen,3,5
2164,top,1,3
2165,there,15,5
2166,feebleness,1,10
2167,scourge,1,7
2168,clap,1,4
2169,stuff,1,5
2170,manages,1,7
2171,balthasar,1,9
2172,spake,2,5
2173,cool,1,4
2174,comest,1,6
2175,becomes,1,7
2176,gave,2,4
2177,dispose,1,7
2178,wonderd,1,7
2179,success,1,7
2180,ravish,2,6
2181,backward,1,8
2182,lose,9,4
2183,base,7,4
2184,stirring,1,8
2185,silvius,1,7
2186,orb,1,3
2187,henceforth,2,10
2188,fooder,1,6
2189,lock,1,4
2190,term,1,4
2191,fort,3,4
2192,dolabella,1,9
2193,fat,1,3
2194,hostess,2,7
2195,something,6,9
2196,weep,3,4
2197,subdued,1,7
2198,stale,1,5
2199,dower,1,5
2200,gower,1,5
2201,sere,1,4
2202,tabour,1,6
2203,expression,1,10
2204,report,4,6
2205,snay,1,4
2206,present,8,7
2207,inservant,1,9
2208,lockd,1,5
2209,performance,3,11
2210,destroy,1,7
2211,thereof,2,7
2212,hid,1,3
2213,incurable,1,9
2214,ere,11,3
2215,cheerly,1,7
2216,disordered,1,10
2217,auvergne,1,8
2218,mountain,5,8
2219,full,10,4
2220,tear,2,4
2221,harmborne,1,9
2222,confident,1,9
2223,heiring,1,7
2224,oonzalo,1,7
2225,sat,2,3
2226,capulet,2,7
2227,sake,3,4
2228,horseman,1,8
2229,tox,1,3
2230,red,1,3
2231,marcus,2,6
2232,glorious,3,8
2233,honourable,3,10
2234,manner,2,6
2235,stiff,1,5
2236,margaret,10,8
2237,stubborn,1,8
2238,inlaw,1,5
2239,war,9,3
2240,errlight,1,8
2241,lead,3,4
2242,enneared,1,8
2243,fearful,3,7
2244,trifle,2,6
2245,wooing,1,6
2246,henceforwards,1,13
2247,ancestor,2,8
2248,amazed,2,6
2249,prithee,6,7
2250,rax,1,3
2251,billow,1,6
2252,wherein,1,7
2253,sickly,1,6
2254,seized,1,6
2255,staind,2,6
2256,vein,4,4
2257,disdain,1,7
2258,set,10,3
2259,feeding,1,7
2260,sharp,1,5
2261,twained,1,7
2262,act,3,3
2263,unthankfulness,1,14
2264,wight,1,5
2265,martial,1,7
2266,biron,2,5
2267,flatterer,1,9
2268,contempture,1,11
2269,bock,1,4
2270,gaze,1,4
2271,foolish,3,7
2272,didst,4,5
2273,olland,1,6
2274,macbeth,9,7
2275,triumph,1,7
2276,fanny,1,5
2277,isabella,2,8
2278,wherefore,6,9
2279,beguiled,3,8
2280,fell,3,4
2281,fouthful,1,8
2282,meed,1,4
2283,raven,1,5
2284,dangerous,4,9
2285,painless,1,8
2286,given,3,5
2287,flier,1,5
2288,siana,1,5
2289,rich,5,4
2290,finger,2,6
2291,take,35,4
2292,cracked,1,7
2293,sword,10,5
2294,return,3,6
2295,domething,1,9
2296,sigh,4,4
2297,altwinged,1,9
2298,choked,2,6
2299,bassanios,1,9
2300,entreat,4,7
2301,treason,2,7
2302,lifted,1,6
2303,power,13,5
2304,bag,1,3
2305,shoulder,2,8
2306,majesty,5,7
2307,bekon,1,5
2308,invitely,1,8
2309,colder,1,6
2310,coloured,1,8
2311,amen,2,4
2312,wind,6,4
2313,cheek,3,5
2314,palm,1,4
2315,girland,1,7
2316,shylock,1,7
2317,kin,1,3
2318,praised,4,7
2319,bristing,1,8
2320,lendle,1,6
2321,taken,1,5
2322,scorn,3,5
2323,burn,1,4
2324,taperboard,1,10
2325,saw,9,3
2326,powerful,1,8
2327,keeper,1,6
2328,claughterd,1,10
2329,twelve,1,6
2330,posterity,1,9
2331,shell,1,5
2332,earthly,1,7
2333,threaten,1,8
2334,shall,92,5
2335,downlight,1,9
2336,underneared,1,11
2337,count,1,5
2338,richards,1,8
2339,cain,1,4
2340,brittiness,1,10
2341,voman,1,5
2342,beard,2,5
2343,train,1,5
2344,eat,7,3
2345,seepant,1,7
2346,dagger,1,6
2347,stayd,6,5
2348,call,16,4
2349,elvina,1,6
2350,money,2,5
2351,ruudership,1,10
2352,direct,1,6
2353,bull,1,4
2354,desdemona,2,9
2355,mock,1,4
2356,toosuffolk,1,10
2357,moon,2,4
2358,justly,1,6
2359,supplied,1,8
2360,father,23,6
2361,copily,1,6
2362,rack,1,4
2363,crownhearted,1,12
2364,daughter,16,8
2365,joan,1,4
2366,fliest,1,6
2367,claimd,1,6
2368,excused,1,7
2369,courtfrails,1,11
2370,empty,1,5
2371,lethus,1,6
2372,noblest,1,7
2373,pride,4,5
2374,often,2,5
2375,earnest,2,7
2376,blest,1,5
2377,seize,1,5
2378,obscure,1,7
2379,cressids,1,8
2380,cure,2,4
2381,little,12,6
2382,famous,2,6
2383,guile,1,5
2384,promised,1,8
2385,execute,3,7
2386,scornd,1,6
2387,sovereignty,1,11
2388,deraim,1,6
2389,sleep,5,5
2390,dream,5,5
2391,senting,1,7
2392,mischief,3,8
2393,rosalind,7,8
2394,write,4,5
2395,ainel,1,5
2396,infant,2,6
2397,gone,14,4
2398,writer,1,6
2399,wirld,1,5
2400,cuckold,1,7
2401,horatio,5,7
2402,tortury,1,7
2403,spoil,1,5
2404,aspected,1,8
2405,dreamd,1,6
2406,poins,1,5
2407,loss,7,4
2408,harmless,1,8
2409,mortaly,1,7
2410,never,17,5
2411,credit,1,6
2412,loud,4,4
2413,porrest,1,7
2414,smoke,1,5
2415,absence,3,7
2416,cleap,1,5
2417,tyranny,2,7
2418,bark,1,4
2419,edgar,4,5
2420,household,3,9
2421,saved,1,5
2422,provide,2,7
2423,venture,1,7
2424,conquering,1,10
2425,till,15,4
2426,thanks,3,6
2427,gilting,1,7
2428,atch,1,4
2429,ulconceived,1,11
2430,butt,1,4
2431,epithee,1,7
2432,morsel,1,6
2433,passion,5,7
2434,timewrit,1,8
2435,froze,1,5
2436,privilege,1,9
2437,haste,4,5
2438,ingled,1,6
2439,autolycus,1,9
2440,honour,20,6
2441,look,23,4
2442,banquet,2,7
2443,thinkest,1,8
2444,threw,1,5
2445,tribune,2,7
2446,meet,5,4
2447,sorry,2,5
2448,hamper,1,6
2449,meaner,1,6
2450,dolour,1,6
2451,uneven,1,6
2452,loath,2,5
2453,selfbreath,1,10
2454,force,2,5
2455,besides,2,7
2456,anmonio,1,7
2457,grecian,1,7
2458,slew,2,4
2459,perhaps,1,7
2460,fence,2,5
2461,doth,25,4
2462,remember,3,8
2463,helicanus,1,9
2464,distrust,1,8
2465,island,3,6
2466,ring,3,4
2467,king,64,4
2468,offend,2,6
2469,fish,1,4
2470,departs,1,7
2471,revolt,2,6
2472,knowledge,1,9
2473,affrighted,1,10
2474,sacrament,1,9
2475,midwife,1,7
2476,point,8,5
2477,willoughby,1,10
2478,forsake,1,7
2479,torchers,1,8
2480,averch,1,6
2481,iv,1,2
2482,costard,1,7
2483,toil,1,4
2484,breathure,1,9
2485,number,3,6
2486,northumberland,1,14
2487,traitor,3,7
2488,halt,1,4
2489,precised,1,8
2490,thinking,4,8
2491,stem,1,4
2492,several,7,7
2493,wonder,5,6
2494,eer,1,3
2495,consul,1,6
2496,greatly,1,7
2497,christenders,1,12
2498,climb,1,5
2499,brave,3,5
2500,nurse,5,5
2501,carved,1,6
2502,store,1,5
2503,soonmans,1,8
2504,tritor,1,6
2505,thickest,1,8
2506,popening,1,8
2507,granted,1,7
2508,tender,3,6
2509,quickly,4,7
2510,search,1,6
2511,tellest,1,7
2512,banished,2,8
2513,oerpeach,1,8
2514,est,1,3
2515,hill,2,4
2516,contracted,2,10
2517,bold,1,4
2518,die,13,3
2519,followo,1,7
2520,dew,1,3
2521,hang,4,4
2522,threatens,1,9
2523,deliver,5,7
2524,observe,2,7
2525,sequellous,1,10
2526,dieted,1,6
2527,six,2,3
2528,falsehood,2,9
2529,lackd,1,5
2530,grass,1,5
2531,night,7,5
2532,barbarous,2,9
2533,sign,2,4
2534,enraged,1,7
2535,fluellen,2,8
2536,quarrel,2,7
2537,charging,1,8
2538,othello,4,7
2539,due,2,3
2540,certain,3,7
2541,kinder,1,6
2542,foreign,1,7
2543,prized,1,6
2544,beseeming,3,9
2545,recompense,1,10
2546,thyself,4,7
2547,sometimes,3,9
2548,beat,3,4
2549,parliament,2,10
2550,exception,1,9
2551,omnon,1,5
2552,hum,1,3
2553,appearance,1,10
2554,brimfibed,1,9
2555,speaking,2,8
2556,impetited,1,9
2557,claudius,3,8
2558,pictue,1,6
2559,timon,6,5
2560,frenchman,1,9
2561,tardy,1,5
2562,watch,3,5
2563,borrow,1,6
2564,please,6,6
2565,gaming,1,6
2566,decuse,1,6
2567,towards,2,7
2568,weepd,1,5
2569,witchcraft,2,10
2570,sesnect,1,7
2571,hour,8,4
2572,shoy,1,4
2573,ever,19,4
2574,throw,4,5
2575,liest,1,5
2576,ay,18,2
2577,hew,2,3
2578,sister,9,6
2579,keep,9,4
2580,learn,1,5
2581,inched,1,6
2582,enough,10,6
2583,touchest,1,8
2584,digest,1,6
2585,conspect,1,8
2586,faithful,2,8
2587,came,12,4
2588,condemnd,2,8
2589,become,2,6
2590,solon,1,5
2591,sting,1,5
2592,george,1,6
2593,pirator,1,7
2594,em,3,2
2595,speakst,1,7
2596,volscous,1,8
2597,offerd,1,6
2598,emblace,1,7
2599,guilty,5,6
2600,crest,1,5
2601,besome,1,6
2602,lovest,1,6
2603,thersites,1,9
2604,sirrah,6,6
2605,sway,2,4
2606,courtesy,2,8
2607,expureacold,1,11
2608,resort,1,6
2609,protection,1,10
2610,ho,2,2
2611,cybbeline,1,9
2612,breedingry,1,10
2613,brief,1,5
2614,praise,8,6
2615,barren,2,6
2616,patch,1,5
2617,weaker,1,6
2618,gait,1,4
2619,deceived,1,8
2620,already,1,7
2621,witness,1,7
2622,upid,1,4
2623,witch,1,5
2624,bended,1,6
2625,pen,1,3
2626,naughty,1,7
2627,thrice,1,6
2628,street,3,6
2629,correction,2,10
2630,quit,1,4
2631,scrand,1,6
2632,alack,2,5
2633,done,16,4
2634,pound,1,5
2635,least,3,5
2636,plight,1,6
2637,bloody,15,6
2638,ratcliff,1,8
2639,ripe,1,4
2640,infusion,1,8
2641,thy,96,3
2642,wrath,1,5
2643,seemeth,1,7
2644,seagood,1,7
2645,bondmack,1,8
2646,tonight,6,7
2647,false,2,5
2648,bottom,1,6
2649,richard,4,7
2650,cleft,1,5
2651,misery,1,6
2652,flesh,5,5
2653,earthlygrudging,1,15
2654,jointful,1,8
2655,sadness,2,7
2656,character,2,9
2657,wooer,1,5
2658,dowry,1,5
2659,nine,1,4
2660,loved,3,5
2661,landed,1,6
2662,deliverd,1,8
2663,quick,2,5
2664,rise,1,4
2665,transgormance,1,13
2666,ye,3,2
2667,fresh,3,5
2668,guardman,1,8
2669,deliberate,1,10
2670,undo,1,4
2671,smile,5,5
2672,occasion,2,8
2673,vexation,1,8
2674,conceited,1,9
2675,come,55,4
2676,ala,6,3
2677,octavius,6,8
2678,leader,1,6
2679,tip,1,3
2680,suarp,1,5
2681,fairnaked,1,9
2682,subdue,1,6
2683,henry,16,5
2684,slumber,1,7
2685,begottingo,1,10
2686,lunacy,1,6
2687,fierce,2,6
2688,abject,1,6
2689,polixenes,1,9
2690,trade,1,5
2691,ten,1,3
2692,inct,1,4
2693,habitable,1,9
2694,inkly,1,5
2695,elder,2,5
2696,hector,2,6
2697,writely,1,7
2698,make,54,4
2699,foined,1,6
2700,feast,3,5
2701,wolsey,1,6
2702,fruitful,1,8
2703,profane,1,7
2704,coxcomb,1,7
2705,fight,5,5
2706,boatswain,1,9
2707,fumbled,1,7
2708,assurance,1,9
2709,forty,1,5
2710,turn,11,4
2711,sing,3,4
2712,hack,1,4
2713,angry,3,5
2714,hale,1,4
2715,envy,3,4
2716,object,2,6
2717,chiefest,1,8
2718,partly,1,6
2719,thus,19,4
2720,dostard,1,7
2721,who,4,3
2722,skill,1,5
2723,word,14,4
2724,gather,1,6
2725,hive,1,4
2726,fairly,1,6
2727,like,36,4
2728,toby,2,4
2729,horn,1,4
2730,melody,1,6
2731,affright,1,8
2732,heaged,1,6
2733,provided,2,8
2734,dustconfounded,1,14
2735,french,2,6
